question_id,question_type,policy,budget_bytes,k,gold_retained,hit_at_k,hit_at_k_given_retained,used_bytes_end,n_items_retained,ingested,evictions,retrieved_session_ids,gold_session_ids
e47becba,single-session-user,lfu,81920,10,1.0,1.0,1.0,75590,6,53,47,"[""02bd2b90_3"", ""answer_280352e9"", ""84503ce4_1"", ""ultrachat_486410"", ""e27891d3_2"", ""ultrachat_458322""]","[""answer_280352e9""]"
118b2229,single-session-user,lfu,81920,10,0.0,0.0,0.0,81348,7,45,38,"[""728deb4d_5"", ""ultrachat_246088"", ""sharegpt_M3x4mZx_0"", ""79f74d4e_1"", ""d600c646"", ""sharegpt_1rIk8tS_17"", ""3ea9f765""]","[""answer_40a90d51""]"
51a45a95,single-session-user,lfu,81920,10,0.0,0.0,0.0,78762,7,50,43,"[""217debf7"", ""dfe646a7_1"", ""55e0c6db_2"", ""4f435d20_2"", ""ultrachat_104948"", ""sharegpt_EDBCs6g_23"", ""sharegpt_EYVyehy_0""]","[""answer_d61669c7""]"
58bf7951,single-session-user,lfu,81920,10,0.0,0.0,0.0,81650,9,57,48,"[""ultrachat_268434"", ""e2efa128"", ""80082060_2"", ""987b36db_2"", ""sharegpt_OFiElWf_37"", ""sharegpt_UAJxypC_0"", ""ultrachat_143341"", ""sharegpt_cmyFRwn_0"", ""sharegpt_eyjhBv3_0""]","[""answer_355c48bb""]"
1e043500,single-session-user,lfu,81920,10,0.0,0.0,0.0,79043,7,50,43,"[""b28990c8_1"", ""7201d752"", ""a61d06f2"", ""ultrachat_149462"", ""a450dfaf"", ""ultrachat_307660"", ""sharegpt_F9ZY5Mx_7""]","[""answer_3e012175""]"
c5e8278d,single-session-user,lfu,81920,10,0.0,0.0,0.0,79300,7,44,37,"[""aaf71ce2_2"", ""dc832f73"", ""03362ec8_2"", ""fc6549b2"", ""9330ccce_2"", ""ultrachat_168639"", ""sharegpt_3dtASzd_0""]","[""answer_f6168136""]"
6ade9755,single-session-user,lfu,81920,10,1.0,1.0,1.0,73941,9,51,42,"[""answer_9398da02"", ""ec8fa65d_2"", ""ultrachat_462"", ""ultrachat_112120"", ""ultrachat_183970"", ""0b64c6cb_1"", ""sharegpt_YsgacQi_0"", ""sharegpt_eGVTJri_33"", ""sharegpt_SoOGnwu_11""]","[""answer_9398da02""]"
6f9b354f,single-session-user,lfu,81920,10,0.0,0.0,0.0,80183,8,50,42,"[""0c0f2449_2"", ""f2d7486b"", ""5e87a43d_1"", ""sharegpt_btNPIXV_0"", ""sharegpt_j5hunXU_0"", ""ultrachat_100380"", ""ultrachat_357964"", ""sharegpt_PZ9Id5R_7""]","[""answer_feb5200f""]"
58ef2f1c,single-session-user,lfu,81920,10,1.0,1.0,1.0,81469,7,50,43,"[""answer_59547700"", ""e6ab6a7b_2"", ""e82ce7cd_1"", ""403ee298_1"", ""ultrachat_13835"", ""sharegpt_GnobiqC_143"", ""sharegpt_65aOCnJ_15""]","[""answer_59547700""]"
f8c5f88b,single-session-user,lfu,81920,10,0.0,0.0,0.0,73230,7,46,39,"[""sharegpt_TKj3yO8_0"", ""7ff89315_3"", ""7746ba1b_2"", ""sharegpt_n2aGNgW_9"", ""ultrachat_90878"", ""ultrachat_376718"", ""ultrachat_252516""]","[""answer_c3567066""]"
5d3d2817,single-session-user,lfu,81920,10,0.0,0.0,0.0,69690,5,53,48,"[""85d16d01"", ""72f053da_2"", ""cef33b28_2"", ""ultrachat_198348"", ""sharegpt_TY5Si51_29""]","[""answer_235eb6fb""]"
7527f7e2,single-session-user,lfu,81920,10,0.0,0.0,0.0,73518,7,45,38,"[""sharegpt_bTDMt3m_0"", ""44bbd8cd_2"", ""sharegpt_cRrfdsc_0"", ""ultrachat_54556"", ""ultrachat_18859"", ""f2835879_2"", ""90019a03_3""]","[""answer_7cb94507""]"
c960da58,single-session-user,lfu,81920,10,0.0,0.0,0.0,76344,8,46,38,"[""793ff37a"", ""ultrachat_109577"", ""5edfe253_2"", ""sharegpt_e328KPR_0"", ""7a389bd1_6"", ""124f5dc3_2"", ""ultrachat_104156"", ""sharegpt_Get1wF2_0""]","[""answer_e05e4612""]"
3b6f954b,single-session-user,lfu,81920,10,0.0,0.0,0.0,67301,8,50,42,"[""c566edbb_3"", ""90b1c6d4_2"", ""e27891d3_2"", ""sharegpt_7R4dDcT_0"", ""ultrachat_475941"", ""ultrachat_298929"", ""ultrachat_466603"", ""c85ef24e_3""]","[""answer_94030872""]"
726462e0,single-session-user,lfu,81920,10,0.0,0.0,0.0,74965,9,48,39,"[""741c6781_1"", ""cdd9704d_1"", ""ce144f08"", ""ultrachat_93574"", ""ultrachat_39637"", ""ultrachat_527342"", ""ultrachat_421671"", ""ultrachat_69482"", ""ultrachat_135487""]","[""answer_f38f679b""]"
94f70d80,single-session-user,lfu,81920,10,1.0,1.0,1.0,70265,6,49,43,"[""answer_c63c0458"", ""5832a64a"", ""43df393f"", ""2ae4f277_1"", ""ultrachat_436464"", ""sharegpt_47VluYz_0""]","[""answer_c63c0458""]"
66f24dbb,single-session-user,lfu,81920,10,0.0,0.0,0.0,72305,8,50,42,"[""ultrachat_59420"", ""b6858c2a_2"", ""ultrachat_428656"", ""sharegpt_BvuMJIh_0"", ""sharegpt_ZcfatzD_0"", ""ultrachat_267957"", ""sharegpt_GvbQ56N_0"", ""sharegpt_mDokt9G_7""]","[""answer_fea2e4d3""]"
ad7109d1,single-session-user,lfu,81920,10,0.0,0.0,0.0,73552,8,44,36,"[""ultrachat_74974"", ""22aa7cca_3"", ""ultrachat_50497"", ""d0c1453b_2"", ""ultrachat_554233"", ""sharegpt_AKi3UeI_47"", ""ultrachat_150417"", ""ultrachat_486848""]","[""answer_679840f8""]"
af8d2e46,single-session-user,lfu,81920,10,1.0,1.0,1.0,74904,7,50,43,"[""answer_82a04f59"", ""266d604c"", ""bdd64321"", ""deb12028_4"", ""ultrachat_328044"", ""ultrachat_164840"", ""sharegpt_8REuOE1_0""]","[""answer_82a04f59""]"
